Year,Infectious diseases,Age,Region,Value
2019,"Diphtheria, tetanus",under 1 year,Kirovohrad,93.3
2019,Pertussis,under 1 year,Kirovohrad,93.3
2019,"Diphtheria, tetanus",18 months,Kirovohrad,90.8
2019,Pertussis,18 months,Kirovohrad,90.8
2019,"Diphtheria, tetanus",6 years,Kirovohrad,62.6
2019,"Diphtheria, tetanus",adults,Kirovohrad,92.7
2019,"Measles, mumps, rubella",1 year,Kirovohrad,98.2
2019,"Measles, mumps, rubella",6 years,Kirovohrad,99.1
2019,Hepatitis B,under 1 year,Kirovohrad,80.9
2019,Tuberculosis,under 1 year,Luhansk,85.8
2019,Poliomyelitis,under 1 year,Luhansk,75.0
2019,Poliomyelitis,18 months,Luhansk,83.4
2019,Poliomyelitis,6 years,Luhansk,81.5
2019,Poliomyelitis,14 years,Luhansk,84.7
2019,"Diphtheria, tetanus",under 1 year,Luhansk,85.7
2019,Pertussis,under 1 year,Luhansk,85.7
2019,"Diphtheria, tetanus",18 months,Luhansk,80.7
2019,Pertussis,18 months,Luhansk,80.7
2019,"Diphtheria, tetanus",6 years,Luhansk,81.6
2019,"Diphtheria, tetanus",adults,Luhansk,30.4
2019,"Measles, mumps, rubella",1 year,Luhansk,95.7
2019,"Measles, mumps, rubella",6 years,Luhansk,89.5
2019,Hepatitis B,under 1 year,Luhansk,89.6
2019,Tuberculosis,under 1 year,Lviv,88.1
2019,Poliomyelitis,under 1 year,Lviv,75.4
2019,Poliomyelitis,18 months,Lviv,70.5
2019,Poliomyelitis,6 years,Lviv,68.4
2019,Poliomyelitis,14 years,Lviv,71.7
2019,"Diphtheria, tetanus",under 1 year,Lviv,76.0
2019,Pertussis,under 1 year,Lviv,76.0
2019,"Diphtheria, tetanus",18 months,Lviv,72.3
2019,Pertussis,18 months,Lviv,72.3
2019,"Diphtheria, tetanus",6 years,Lviv,67.3
2019,"Diphtheria, tetanus",adults,Lviv,96.5
2019,"Measles, mumps, rubella",1 year,Lviv,90.0
2019,"Measles, mumps, rubella",6 years,Lviv,81.9
2019,Hepatitis B,under 1 year,Lviv,67.5
2019,Tuberculosis,under 1 year,Mykolayiv,91.4
2019,Poliomyelitis,under 1 year,Mykolayiv,96.5
2019,Poliomyelitis,18 months,Mykolayiv,95.9
2019,Poliomyelitis,6 years,Mykolayiv,91.9
2019,Poliomyelitis,14 years,Mykolayiv,91.6
2019,"Diphtheria, tetanus",under 1 year,Mykolayiv,100.0
2019,Pertussis,under 1 year,Mykolayiv,100.0
2019,"Diphtheria, tetanus",18 months,Mykolayiv,100.0
2019,Pertussis,18 months,Mykolayiv,100.0
2019,"Diphtheria, tetanus",6 years,Mykolayiv,100.0
2019,"Diphtheria, tetanus",adults,Mykolayiv,93.3
2019,"Measles, mumps, rubella",1 year,Mykolayiv,100.0
2019,"Measles, mumps, rubella",6 years,Mykolayiv,100.0
2019,Hepatitis B,under 1 year,Mykolayiv,90.8
2019,Tuberculosis,under 1 year,Odesa,84.3
2019,Poliomyelitis,under 1 year,Odesa,67.3
2019,Poliomyelitis,18 months,Odesa,67.3
2019,Poliomyelitis,6 years,Odesa,68.9
2019,Poliomyelitis,14 years,Odesa,74.5
2019,"Diphtheria, tetanus",under 1 year,Odesa,72.1
2019,Pertussis,under 1 year,Odesa,72.1
2019,"Diphtheria, tetanus",18 months,Odesa,71.9
2019,Pertussis,18 months,Odesa,71.9
2019,"Diphtheria, tetanus",6 years,Odesa,68.6
2019,"Diphtheria, tetanus",adults,Odesa,64.5
2019,"Measles, mumps, rubella",1 year,Odesa,86.8
2019,"Measles, mumps, rubella",6 years,Odesa,84.2
2019,Hepatitis B,under 1 year,Odesa,60.1
2019,Tuberculosis,under 1 year,Poltava,95.6
2019,Poliomyelitis,under 1 year,Poltava,94.0
2019,Poliomyelitis,18 months,Poltava,93.2
2019,Poliomyelitis,6 years,Poltava,94.5
2019,Poliomyelitis,14 years,Poltava,94.7
2019,"Diphtheria, tetanus",under 1 year,Poltava,92.5
2019,Pertussis,under 1 year,Poltava,92.5
2019,"Diphtheria, tetanus",18 months,Poltava,92.6
2019,Pertussis,18 months,Poltava,92.6
2019,"Diphtheria, tetanus",6 years,Poltava,87.2
2019,"Diphtheria, tetanus",adults,Poltava,99.7
2019,"Measles, mumps, rubella",1 year,Poltava,97.0
2019,"Measles, mumps, rubella",6 years,Poltava,95.2
2019,Hepatitis B,under 1 year,Poltava,93.7
2019,Tuberculosis,under 1 year,Rivne,91.1
2019,Poliomyelitis,under 1 year,Rivne,63.8
2019,Poliomyelitis,18 months,Rivne,67.6
2019,Poliomyelitis,6 years,Rivne,73.9
2019,Poliomyelitis,14 years,Rivne,74.7
2019,"Diphtheria, tetanus",under 1 year,Rivne,72.2
2019,Pertussis,under 1 year,Rivne,72.2
2019,"Diphtheria, tetanus",18 months,Rivne,76.2
2019,Pertussis,18 months,Rivne,76.2
2019,"Diphtheria, tetanus",6 years,Rivne,69.9
2019,"Diphtheria, tetanus",adults,Rivne,63.9
2019,"Measles, mumps, rubella",1 year,Rivne,84.9
2019,"Measles, mumps, rubella",6 years,Rivne,91.3
2019,Hepatitis B,under 1 year,Rivne,61.1
2019,Tuberculosis,under 1 year,Sumy,95.7
2019,Poliomyelitis,under 1 year,Sumy,95.1
2019,Poliomyelitis,18 months,Sumy,97.4
2019,Poliomyelitis,6 years,Sumy,94.3
2019,Poliomyelitis,14 years,Sumy,96.3
2019,"Diphtheria, tetanus",under 1 year,Sumy,90.1
2019,Pertussis,under 1 year,Sumy,90.1
2019,"Diphtheria, tetanus",18 months,Sumy,88.2
2019,Pertussis,18 months,Sumy,88.2
2019,"Diphtheria, tetanus",6 years,Sumy,92.3
2019,"Diphtheria, tetanus",adults,Sumy,75.3
2019,"Measles, mumps, rubella",1 year,Sumy,93.4
2019,"Measles, mumps, rubella",6 years,Sumy,93.4
2019,Hepatitis B,under 1 year,Sumy,91.6
2019,Tuberculosis,under 1 year,Ternopil,87.2
2019,Poliomyelitis,under 1 year,Ternopil,87.4
2019,Poliomyelitis,18 months,Ternopil,86.2
2019,Poliomyelitis,6 years,Ternopil,89.1
2019,Poliomyelitis,14 years,Ternopil,90.5
2019,"Diphtheria, tetanus",under 1 year,Ternopil,88.8
2019,Pertussis,under 1 year,Ternopil,88.8
2019,"Diphtheria, tetanus",18 months,Ternopil,87.6
2019,Pertussis,18 months,Ternopil,87.6
2019,"Diphtheria, tetanus",6 years,Ternopil,76.0
2019,"Diphtheria, tetanus",adults,Ternopil,95.9
2019,"Measles, mumps, rubella",1 year,Ternopil,97.1
2019,"Measles, mumps, rubella",6 years,Ternopil,95.8
2019,Hepatitis B,under 1 year,Ternopil,71.8
2019,Tuberculosis,under 1 year,Kharkiv,86.2
2019,Poliomyelitis,under 1 year,Kharkiv,71.3
2019,Poliomyelitis,18 months,Kharkiv,76.5
2019,Poliomyelitis,6 years,Kharkiv,80.7
2019,Poliomyelitis,14 years,Kharkiv,81.5
2019,"Diphtheria, tetanus",under 1 year,Kharkiv,73.0
2019,Pertussis,under 1 year,Kharkiv,73.0
2019,"Diphtheria, tetanus",18 months,Kharkiv,71.8
2019,Pertussis,18 months,Kharkiv,71.8
2019,"Diphtheria, tetanus",6 years,Kharkiv,77.4
2019,"Diphtheria, tetanus",adults,Kharkiv,75.5
2019,"Measles, mumps, rubella",1 year,Kharkiv,98.4
2019,"Measles, mumps, rubella",6 years,Kharkiv,89.4
2019,Hepatitis B,under 1 year,Kharkiv,76.1
2019,Tuberculosis,under 1 year,Kherson,83.6
2019,Poliomyelitis,under 1 year,Kherson,69.2
2019,Poliomyelitis,18 months,Kherson,69.7
2019,Poliomyelitis,6 years,Kherson,87.5
2019,Poliomyelitis,14 years,Kherson,85.7
2019,"Diphtheria, tetanus",under 1 year,Kherson,77.7
2019,Pertussis,under 1 year,Kherson,77.7
2019,"Diphtheria, tetanus",18 months,Kherson,73.8
2019,Pertussis,18 months,Kherson,73.8
2019,"Diphtheria, tetanus",6 years,Kherson,90.4
2019,"Diphtheria, tetanus",adults,Kherson,96.1
2019,"Measles, mumps, rubella",1 year,Kherson,87.0
2019,"Measles, mumps, rubella",6 years,Kherson,95.1
2019,Hepatitis B,under 1 year,Kherson,73.6
2019,Tuberculosis,under 1 year,Khmelnytskiy,96.5
2019,Poliomyelitis,under 1 year,Khmelnytskiy,86.6
2019,Poliomyelitis,18 months,Khmelnytskiy,86.7
2019,Poliomyelitis,6 years,Khmelnytskiy,90.1
2019,Poliomyelitis,14 years,Khmelnytskiy,94.2
2019,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,87.1
2019,Pertussis,under 1 year,Khmelnytskiy,87.1
2019,"Diphtheria, tetanus",18 months,Khmelnytskiy,83.8
2019,Pertussis,18 months,Khmelnytskiy,83.8
2019,"Diphtheria, tetanus",6 years,Khmelnytskiy,73.8
2019,"Diphtheria, tetanus",adults,Khmelnytskiy,78.4
2019,"Measles, mumps, rubella",1 year,Khmelnytskiy,94.8
2019,"Measles, mumps, rubella",6 years,Khmelnytskiy,93.4
2019,Hepatitis B,under 1 year,Khmelnytskiy,73.0
2019,Tuberculosis,under 1 year,Cherkasy,92.1
2019,Poliomyelitis,under 1 year,Cherkasy,83.1
2019,Poliomyelitis,18 months,Cherkasy,86.4
2019,Poliomyelitis,6 years,Cherkasy,86.5
2019,Poliomyelitis,14 years,Cherkasy,82.1
2019,"Diphtheria, tetanus",under 1 year,Cherkasy,85.0
2019,Pertussis,under 1 year,Cherkasy,85.0
2019,"Diphtheria, tetanus",18 months,Cherkasy,80.5
2019,Pertussis,18 months,Cherkasy,80.5
2019,"Diphtheria, tetanus",6 years,Cherkasy,68.0
2019,"Diphtheria, tetanus",adults,Cherkasy,91.3
2019,"Measles, mumps, rubella",1 year,Cherkasy,86.5
2019,"Measles, mumps, rubella",6 years,Cherkasy,88.6
2019,Hepatitis B,under 1 year,Cherkasy,77.5
2019,Tuberculosis,under 1 year,Chernivtsi,91.9
2019,Poliomyelitis,under 1 year,Chernivtsi,80.2
2019,Poliomyelitis,18 months,Chernivtsi,86.7
2019,Poliomyelitis,6 years,Chernivtsi,81.1
2019,Poliomyelitis,14 years,Chernivtsi,83.7
2019,"Diphtheria, tetanus",under 1 year,Chernivtsi,81.3
2019,Pertussis,under 1 year,Chernivtsi,81.3
2019,"Diphtheria, tetanus",18 months,Chernivtsi,86.0
2019,Pertussis,18 months,Chernivtsi,86.0
2019,"Diphtheria, tetanus",6 years,Chernivtsi,95.6
2019,"Diphtheria, tetanus",adults,Chernivtsi,93.0
2019,"Measles, mumps, rubella",1 year,Chernivtsi,94.9
2019,"Measles, mumps, rubella",6 years,Chernivtsi,90.6
2019,Hepatitis B,under 1 year,Chernivtsi,76.6
2019,Tuberculosis,under 1 year,Chernihiv,87.2
2019,Poliomyelitis,under 1 year,Chernihiv,89.1
2019,Poliomyelitis,18 months,Chernihiv,93.2
2019,Poliomyelitis,6 years,Chernihiv,87.4
2019,Poliomyelitis,14 years,Chernihiv,84.0
2019,"Diphtheria, tetanus",under 1 year,Chernihiv,83.5
2019,Pertussis,under 1 year,Chernihiv,83.5
2019,"Diphtheria, tetanus",18 months,Chernihiv,88.1
2019,Pertussis,18 months,Chernihiv,88.1
2019,"Diphtheria, tetanus",6 years,Chernihiv,99.9
2019,"Diphtheria, tetanus",adults,Chernihiv,85.1
2019,"Measles, mumps, rubella",1 year,Chernihiv,99.3
2019,"Measles, mumps, rubella",6 years,Chernihiv,90.0
2019,Hepatitis B,under 1 year,Chernihiv,81.6
2020,Tuberculosis,under 1 year,Vinnytsya,84.0
2020,Poliomyelitis,under 1 year,Vinnytsya,82.8
2020,Poliomyelitis,18 months,Vinnytsya,84.1
2020,Poliomyelitis,6 years,Vinnytsya,82.9
2020,Poliomyelitis,14 years,Vinnytsya,81.3
2020,"Diphtheria, tetanus",under 1 year,Vinnytsya,75.1
2020,Pertussis,under 1 year,Vinnytsya,75.1
2020,"Diphtheria, tetanus",18 months,Vinnytsya,75.4
2020,Pertussis,18 months,Vinnytsya,75.4
2020,"Diphtheria, tetanus",6 years,Vinnytsya,49.1
2020,"Diphtheria, tetanus",adults,Vinnytsya,53.0
2020,"Measles, mumps, rubella",1 year,Vinnytsya,79.3
2020,"Measles, mumps, rubella",6 years,Vinnytsya,76.7
2020,Hepatitis B,under 1 year,Vinnytsya,79.0
2020,Tuberculosis,under 1 year,Volyn,95.8
2020,Poliomyelitis,under 1 year,Volyn,90.0
2020,Poliomyelitis,18 months,Volyn,91.6
2020,Poliomyelitis,6 years,Volyn,94.1
2020,Poliomyelitis,14 years,Volyn,91.9
2020,"Diphtheria, tetanus",under 1 year,Volyn,82.0
2020,Pertussis,under 1 year,Volyn,82.0
2020,"Diphtheria, tetanus",18 months,Volyn,80.2
2020,Pertussis,18 months,Volyn,80.2
2020,"Diphtheria, tetanus",6 years,Volyn,56.0
2020,"Diphtheria, tetanus",adults,Volyn,40.3
2020,"Measles, mumps, rubella",1 year,Volyn,85.2
2020,"Measles, mumps, rubella",6 years,Volyn,90.3
2020,Hepatitis B,under 1 year,Volyn,91.9
2020,Tuberculosis,under 1 year,Dnipropetrovsk,87.2
2020,Poliomyelitis,under 1 year,Dnipropetrovsk,88.0
2020,Poliomyelitis,18 months,Dnipropetrovsk,99.3
2020,Poliomyelitis,6 years,Dnipropetrovsk,94.9
2020,Poliomyelitis,14 years,Dnipropetrovsk,96.6
2020,"Diphtheria, tetanus",under 1 year,Dnipropetrovsk,79.9
2020,Pertussis,under 1 year,Dnipropetrovsk,79.9
2020,"Diphtheria, tetanus",18 months,Dnipropetrovsk,81.7
2020,Pertussis,18 months,Dnipropetrovsk,81.7
2020,"Diphtheria, tetanus",6 years,Dnipropetrovsk,62.9
2020,"Diphtheria, tetanus",adults,Dnipropetrovsk,18.2
2020,"Measles, mumps, rubella",1 year,Dnipropetrovsk,92.0
2020,"Measles, mumps, rubella",6 years,Dnipropetrovsk,89.4
2020,Hepatitis B,under 1 year,Dnipropetrovsk,95.1
2020,Tuberculosis,under 1 year,Donetsk,84.8
2020,Poliomyelitis,under 1 year,Donetsk,87.0
2020,Poliomyelitis,18 months,Donetsk,75.2
2020,Poliomyelitis,6 years,Donetsk,82.0
2020,Poliomyelitis,14 years,Donetsk,82.6
2020,"Diphtheria, tetanus",under 1 year,Donetsk,79.3
2020,Pertussis,under 1 year,Donetsk,79.3
2020,"Diphtheria, tetanus",18 months,Donetsk,63.3
2020,Pertussis,18 months,Donetsk,63.3
2020,"Diphtheria, tetanus",6 years,Donetsk,60.6
2020,"Diphtheria, tetanus",adults,Donetsk,54.9
2020,"Measles, mumps, rubella",1 year,Donetsk,92.6
2020,"Measles, mumps, rubella",6 years,Donetsk,86.9
2020,Hepatitis B,under 1 year,Donetsk,81.9
2020,Tuberculosis,under 1 year,Zhytomyr,93.7
2020,Poliomyelitis,under 1 year,Zhytomyr,88.4
2020,Poliomyelitis,18 months,Zhytomyr,91.9
2020,Poliomyelitis,6 years,Zhytomyr,89.3
2020,Poliomyelitis,14 years,Zhytomyr,86.4
2020,"Diphtheria, tetanus",under 1 year,Zhytomyr,88.4
2020,Pertussis,under 1 year,Zhytomyr,88.4
2020,"Diphtheria, tetanus",18 months,Zhytomyr,92.6
2020,Pertussis,18 months,Zhytomyr,92.6
2020,"Diphtheria, tetanus",6 years,Zhytomyr,64.5
2020,"Diphtheria, tetanus",adults,Zhytomyr,30.0
2020,"Measles, mumps, rubella",1 year,Zhytomyr,84.7
2020,"Measles, mumps, rubella",6 years,Zhytomyr,85.1
2020,Hepatitis B,under 1 year,Zhytomyr,86.8
2020,Tuberculosis,under 1 year,Zakarpattya,88.2
2020,Poliomyelitis,under 1 year,Zakarpattya,70.7
2020,Poliomyelitis,18 months,Zakarpattya,68.9
2020,Poliomyelitis,6 years,Zakarpattya,69.1
2020,Poliomyelitis,14 years,Zakarpattya,63.4
2020,"Diphtheria, tetanus",under 1 year,Zakarpattya,70.3
2020,Pertussis,under 1 year,Zakarpattya,70.3
2020,"Diphtheria, tetanus",18 months,Zakarpattya,59.2
2020,Pertussis,18 months,Zakarpattya,59.2
2020,"Diphtheria, tetanus",6 years,Zakarpattya,52.7
2020,"Diphtheria, tetanus",adults,Zakarpattya,31.1
2020,"Measles, mumps, rubella",1 year,Zakarpattya,72.9
2020,"Measles, mumps, rubella",6 years,Zakarpattya,78.8
2020,Hepatitis B,under 1 year,Zakarpattya,62.3
2020,Tuberculosis,under 1 year,Zaporizhzhya,84.0
2020,Poliomyelitis,under 1 year,Zaporizhzhya,76.8
2020,Poliomyelitis,18 months,Zaporizhzhya,86.6
2020,Poliomyelitis,6 years,Zaporizhzhya,75.8
2020,Poliomyelitis,14 years,Zaporizhzhya,75.2
2020,"Diphtheria, tetanus",under 1 year,Zaporizhzhya,74.0
2020,Pertussis,under 1 year,Zaporizhzhya,74.0
2020,"Diphtheria, tetanus",18 months,Zaporizhzhya,81.2
2020,Pertussis,18 months,Zaporizhzhya,81.2
2020,"Diphtheria, tetanus",6 years,Zaporizhzhya,45.6
2020,"Diphtheria, tetanus",adults,Zaporizhzhya,13.5
2020,"Measles, mumps, rubella",1 year,Zaporizhzhya,83.2
2020,"Measles, mumps, rubella",6 years,Zaporizhzhya,79.4
2020,Hepatitis B,under 1 year,Zaporizhzhya,76.9
2020,Tuberculosis,under 1 year,Ivano-Frankivsk,84.3
2020,Poliomyelitis,under 1 year,Ivano-Frankivsk,77.4
2020,Poliomyelitis,18 months,Ivano-Frankivsk,73.4
2020,Poliomyelitis,6 years,Ivano-Frankivsk,64.1
2020,Poliomyelitis,14 years,Ivano-Frankivsk,66.7
2020,"Diphtheria, tetanus",under 1 year,Ivano-Frankivsk,75.3
2020,Pertussis,under 1 year,Ivano-Frankivsk,75.3
2020,"Diphtheria, tetanus",18 months,Ivano-Frankivsk,64.7
2020,Pertussis,18 months,Ivano-Frankivsk,64.7
2020,"Diphtheria, tetanus",6 years,Ivano-Frankivsk,54.8
2020,"Diphtheria, tetanus",adults,Ivano-Frankivsk,32.0
2020,"Measles, mumps, rubella",1 year,Ivano-Frankivsk,74.8
2020,"Measles, mumps, rubella",6 years,Ivano-Frankivsk,72.2
2020,Hepatitis B,under 1 year,Ivano-Frankivsk,63.7
2020,Tuberculosis,under 1 year,Kirovohrad,92.3
2020,Poliomyelitis,under 1 year,Kirovohrad,93.5
2020,Poliomyelitis,18 months,Kirovohrad,97.9
2020,Poliomyelitis,6 years,Kirovohrad,92.3
2020,Poliomyelitis,14 years,Kirovohrad,92.3
2020,"Diphtheria, tetanus",under 1 year,Kirovohrad,93.0
2020,Pertussis,under 1 year,Kirovohrad,93.0
2020,"Diphtheria, tetanus",18 months,Kirovohrad,85.4
2020,Pertussis,18 months,Kirovohrad,85.4
2020,"Diphtheria, tetanus",6 years,Kirovohrad,62.2
2020,"Diphtheria, tetanus",adults,Kirovohrad,19.3
2020,"Measles, mumps, rubella",1 year,Kirovohrad,93.9
2020,"Measles, mumps, rubella",6 years,Kirovohrad,89.6
2020,Hepatitis B,under 1 year,Kirovohrad,87.8
2020,Tuberculosis,under 1 year,Luhansk,75.6
2020,Poliomyelitis,under 1 year,Luhansk,91.9
2020,Poliomyelitis,18 months,Luhansk,85.2
2020,Poliomyelitis,6 years,Luhansk,94.6
2020,Poliomyelitis,14 years,Luhansk,89.5
2020,"Diphtheria, tetanus",under 1 year,Luhansk,85.8
2020,Pertussis,under 1 year,Luhansk,85.8
2020,"Diphtheria, tetanus",18 months,Luhansk,77.0
2020,Pertussis,18 months,Luhansk,77.0
2020,"Diphtheria, tetanus",6 years,Luhansk,93.3
2020,"Diphtheria, tetanus",adults,Luhansk,28.4
2020,"Measles, mumps, rubella",1 year,Luhansk,93.2
2020,"Measles, mumps, rubella",6 years,Luhansk,92.7
2020,Hepatitis B,under 1 year,Luhansk,90.4
2020,Tuberculosis,under 1 year,Lviv,91.4
2020,Poliomyelitis,under 1 year,Lviv,72.3
2020,Poliomyelitis,18 months,Lviv,65.0
2020,Poliomyelitis,6 years,Lviv,62.6
2020,Poliomyelitis,14 years,Lviv,58.1
2020,"Diphtheria, tetanus",under 1 year,Lviv,74.1
2020,Pertussis,under 1 year,Lviv,74.1
2020,"Diphtheria, tetanus",18 months,Lviv,65.0
2020,Pertussis,18 months,Lviv,65.0
2020,"Diphtheria, tetanus",6 years,Lviv,55.4
2020,"Diphtheria, tetanus",adults,Lviv,35.1
2020,"Measles, mumps, rubella",1 year,Lviv,76.9
2020,"Measles, mumps, rubella",6 years,Lviv,69.2
2020,Hepatitis B,under 1 year,Lviv,68.2
2020,Tuberculosis,under 1 year,Mykolayiv,92.2
2020,Poliomyelitis,under 1 year,Mykolayiv,93.2
2020,Poliomyelitis,18 months,Mykolayiv,94.8
2020,Poliomyelitis,6 years,Mykolayiv,91.9
2020,Poliomyelitis,14 years,Mykolayiv,93.2
2020,"Diphtheria, tetanus",under 1 year,Mykolayiv,94.6
2020,Pertussis,under 1 year,Mykolayiv,94.6
2020,"Diphtheria, tetanus",18 months,Mykolayiv,96.2
2020,Pertussis,18 months,Mykolayiv,96.2
2020,"Diphtheria, tetanus",6 years,Mykolayiv,89.9
2020,"Diphtheria, tetanus",adults,Mykolayiv,77.9
2020,"Measles, mumps, rubella",1 year,Mykolayiv,88.8
2020,"Measles, mumps, rubella",6 years,Mykolayiv,93.7
2020,Hepatitis B,under 1 year,Mykolayiv,93.9
2020,Tuberculosis,under 1 year,Odesa,88.6
2020,Poliomyelitis,under 1 year,Odesa,65.4
2020,Poliomyelitis,18 months,Odesa,62.9
2020,Poliomyelitis,6 years,Odesa,59.1
2020,Poliomyelitis,14 years,Odesa,59.6
2020,"Diphtheria, tetanus",under 1 year,Odesa,68.9
2020,Pertussis,under 1 year,Odesa,68.9
2020,"Diphtheria, tetanus",18 months,Odesa,68.6
2020,Pertussis,18 months,Odesa,68.6
2020,"Diphtheria, tetanus",6 years,Odesa,50.5
2020,"Diphtheria, tetanus",adults,Odesa,60.9
2020,"Measles, mumps, rubella",1 year,Odesa,68.4
2020,"Measles, mumps, rubella",6 years,Odesa,74.5
2020,Hepatitis B,under 1 year,Odesa,60.3
2020,Tuberculosis,under 1 year,Poltava,95.6
2020,Poliomyelitis,under 1 year,Poltava,92.0
2020,Poliomyelitis,18 months,Poltava,92.7
2020,Poliomyelitis,6 years,Poltava,92.2
2020,Poliomyelitis,14 years,Poltava,92.5
2020,"Diphtheria, tetanus",under 1 year,Poltava,89.8
2020,Pertussis,under 1 year,Poltava,89.8
2020,"Diphtheria, tetanus",18 months,Poltava,92.1
2020,Pertussis,18 months,Poltava,92.1
2020,"Diphtheria, tetanus",6 years,Poltava,58.7
2020,"Diphtheria, tetanus",adults,Poltava,76.8
2020,"Measles, mumps, rubella",1 year,Poltava,94.8
2020,"Measles, mumps, rubella",6 years,Poltava,92.0
2020,Hepatitis B,under 1 year,Poltava,91.8
2020,Tuberculosis,under 1 year,Rivne,89.0
2020,Poliomyelitis,under 1 year,Rivne,83.6
2020,Poliomyelitis,18 months,Rivne,72.8
2020,Poliomyelitis,6 years,Rivne,79.7
2020,Poliomyelitis,14 years,Rivne,80.0
2020,"Diphtheria, tetanus",under 1 year,Rivne,80.1
2020,Pertussis,under 1 year,Rivne,80.1
2020,"Diphtheria, tetanus",18 months,Rivne,69.0
2020,Pertussis,18 months,Rivne,69.0
2020,"Diphtheria, tetanus",6 years,Rivne,55.1
2020,"Diphtheria, tetanus",adults,Rivne,51.8
2020,"Measles, mumps, rubella",1 year,Rivne,81.2
2020,"Measles, mumps, rubella",6 years,Rivne,79.2
2020,Hepatitis B,under 1 year,Rivne,74.4
2020,Tuberculosis,under 1 year,Sumy,90.9
2020,Poliomyelitis,under 1 year,Sumy,95.5
2020,Poliomyelitis,18 months,Sumy,92.4
2020,Poliomyelitis,6 years,Sumy,92.4
2020,Poliomyelitis,14 years,Sumy,92.0
2020,"Diphtheria, tetanus",under 1 year,Sumy,94.1
2020,Pertussis,under 1 year,Sumy,94.1
2020,"Diphtheria, tetanus",18 months,Sumy,93.6
2020,Pertussis,18 months,Sumy,93.6
2020,"Diphtheria, tetanus",6 years,Sumy,71.0
2020,"Diphtheria, tetanus",adults,Sumy,78.0
2020,"Measles, mumps, rubella",1 year,Sumy,92.2
2020,"Measles, mumps, rubella",6 years,Sumy,92.0
2020,Hepatitis B,under 1 year,Sumy,93.7
2020,Tuberculosis,under 1 year,Ternopil,84.6
2020,Poliomyelitis,under 1 year,Ternopil,73.2
2020,Poliomyelitis,18 months,Ternopil,77.7
2020,Poliomyelitis,6 years,Ternopil,68.5
2020,Poliomyelitis,14 years,Ternopil,74.8
2020,"Diphtheria, tetanus",under 1 year,Ternopil,71.2
2020,Pertussis,under 1 year,Ternopil,71.2
2020,"Diphtheria, tetanus",18 months,Ternopil,80.0
2020,Pertussis,18 months,Ternopil,80.0
2020,"Diphtheria, tetanus",6 years,Ternopil,53.5
2020,"Diphtheria, tetanus",adults,Ternopil,56.7
2020,"Measles, mumps, rubella",1 year,Ternopil,84.4
2020,"Measles, mumps, rubella",6 years,Ternopil,82.5
2020,Hepatitis B,under 1 year,Ternopil,71.1
2020,Tuberculosis,under 1 year,Kharkiv,82.4
2020,Poliomyelitis,under 1 year,Kharkiv,73.8
2020,Poliomyelitis,18 months,Kharkiv,82.2
2020,Poliomyelitis,6 years,Kharkiv,78.1
2020,Poliomyelitis,14 years,Kharkiv,83.3
2020,"Diphtheria, tetanus",under 1 year,Kharkiv,72.6
2020,Pertussis,under 1 year,Kharkiv,72.6
2020,"Diphtheria, tetanus",18 months,Kharkiv,80.2
2020,Pertussis,18 months,Kharkiv,80.2
2020,"Diphtheria, tetanus",6 years,Kharkiv,52.2
2020,"Diphtheria, tetanus",adults,Kharkiv,40.8
2020,"Measles, mumps, rubella",1 year,Kharkiv,74.6
2020,"Measles, mumps, rubella",6 years,Kharkiv,81.4
2020,Hepatitis B,under 1 year,Kharkiv,71.0
2020,Tuberculosis,under 1 year,Kherson,88.8
2020,Poliomyelitis,under 1 year,Kherson,80.8
2020,Poliomyelitis,18 months,Kherson,70.8
2020,Poliomyelitis,6 years,Kherson,89.2
2020,Poliomyelitis,14 years,Kherson,86.6
2020,"Diphtheria, tetanus",under 1 year,Kherson,79.2
2020,Pertussis,under 1 year,Kherson,79.2
2020,"Diphtheria, tetanus",18 months,Kherson,67.4
2020,Pertussis,18 months,Kherson,67.4
2020,"Diphtheria, tetanus",6 years,Kherson,78.2
2020,"Diphtheria, tetanus",adults,Kherson,58.2
2020,"Measles, mumps, rubella",1 year,Kherson,82.1
2020,"Measles, mumps, rubella",6 years,Kherson,89.6
2020,Hepatitis B,under 1 year,Kherson,75.9
2020,Tuberculosis,under 1 year,Khmelnytskiy,92.7
2020,Poliomyelitis,under 1 year,Khmelnytskiy,89.9
2020,Poliomyelitis,18 months,Khmelnytskiy,87.0
2020,Poliomyelitis,6 years,Khmelnytskiy,83.0
2020,Poliomyelitis,14 years,Khmelnytskiy,85.3
2020,"Diphtheria, tetanus",under 1 year,Khmelnytskiy,85.8
2020,Pertussis,under 1 year,Khmelnytskiy,85.8
2020,"Diphtheria, tetanus",18 months,Khmelnytskiy,81.9
2020,Pertussis,18 months,Khmelnytskiy,81.9
2020,"Diphtheria, tetanus",6 years,Khmelnytskiy,57.5
2020,"Diphtheria, tetanus",adults,Khmelnytskiy,43.2
2020,"Measles, mumps, rubella",1 year,Khmelnytskiy,87.9
2020,"Measles, mumps, rubella",6 years,Khmelnytskiy,80.5
2020,Hepatitis B,under 1 year,Khmelnytskiy,82.0
2020,Tuberculosis,under 1 year,Cherkasy,88.5
