Year,by type of educational institution,Region,Value
2021,General secondary educational institutions with Internet access (without specifying the speed),the city of Kyiv,
2021,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,the city of Kyiv,88.01
2021,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,the city of Kyiv,61.36
2021,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,the city of Kyiv,
2021,,city Sevastopol,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,58.88
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,30.87
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ukraine,64.68
2022,General secondary educational institutions with Internet access (without specifying the speed),Ukraine,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ukraine,80.3
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ukraine,39.94
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ukraine,
2022,,Autonomous Republic of Crimea,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Vinnytsya,51.54
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Vinnytsya,30.34
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Vinnytsya,58.99
2022,General secondary educational institutions with Internet access (without specifying the speed),Vinnytsya,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Vinnytsya,77.58
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Vinnytsya,34.68
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Vinnytsya,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Volyn,50.52
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Volyn,29.07
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Volyn,59.79
2022,General secondary educational institutions with Internet access (without specifying the speed),Volyn,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Volyn,86.37
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Volyn,26.15
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Volyn,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Dnipropetrovsk,54.78
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Dnipropetrovsk,33.3
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Dnipropetrovsk,58.68
2022,General secondary educational institutions with Internet access (without specifying the speed),Dnipropetrovsk,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Dnipropetrovsk,80.79
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Dnipropetrovsk,61.46
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Dnipropetrovsk,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Donetsk,54.12
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Donetsk,37.06
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Donetsk,57.94
2022,General secondary educational institutions with Internet access (without specifying the speed),Donetsk,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Donetsk,80.69
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Donetsk,50.34
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Donetsk,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zhytomyr,65.18
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zhytomyr,39.94
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zhytomyr,71.57
2022,General secondary educational institutions with Internet access (without specifying the speed),Zhytomyr,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zhytomyr,66.98
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zhytomyr,40.45
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zhytomyr,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zakarpattya,52.08
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zakarpattya,42.26
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zakarpattya,56.24
2022,General secondary educational institutions with Internet access (without specifying the speed),Zakarpattya,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zakarpattya,69.97
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zakarpattya,48.44
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zakarpattya,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zaporizhzhya,45.43
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zaporizhzhya,17.2
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zaporizhzhya,48.39
2022,General secondary educational institutions with Internet access (without specifying the speed),Zaporizhzhya,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Zaporizhzhya,64.65
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Zaporizhzhya,43.95
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Zaporizhzhya,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ivano-Frankivsk,55.36
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ivano-Frankivsk,30.9
2022,Pre-school educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ivano-Frankivsk,60.52
2022,General secondary educational institutions with Internet access (without specifying the speed),Ivano-Frankivsk,
2022,General secondary educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Ivano-Frankivsk,72.16
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wireless Internet access,Ivano-Frankivsk,8.08
2022,General secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless Internet access,Ivano-Frankivsk,
2022,Pre-school educational institutions with broadband wired high-speed (more than 30 Mbit/s) Internet access,Kyiv,66.96
