Year,Type of educational institution,Region,Value
2022,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Khmelnytskiy,
2022,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Cherkasy,
2022,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Chernivtsi,
2022,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Chernihiv,
2022,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,city Kyiv,
2022,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,city Sevastopol,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Ukraine,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Autonomous Republic of Crimea,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Vinnytsya,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Volyn,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Dnipropetrovsk,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Donetsk,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Zhytomyr,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Zakarpattya,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Zaporizhzhya,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Ivano-Frankivsk,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Kyiv,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Kirovohrad,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Luhansk,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Lviv,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Mykolayiv,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Odesa,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Poltava,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Rivne,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Sumy,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Ternopil,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Kharkiv,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Kherson,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Khmelnytskiy,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Cherkasy,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Chernivtsi,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Chernihiv,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,city Kyiv,
2023,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,city Sevastopol,
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Ukraine,84.33
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Autonomous Republic of Crimea,
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Vinnytsya,86.71
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Volyn,89.58
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Dnipropetrovsk,85.51
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Donetsk,94.94
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Zhytomyr,77.5
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Zakarpattya,75.97
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Zaporizhzhya,45.77
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Ivano-Frankivsk,74.91
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Kyiv,93.97
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Kirovohrad,90.18
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Luhansk,1.2
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Lviv,85.62
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Mykolayiv,77.64
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Odesa,95.49
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Poltava,91.4
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Rivne,93.48
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Sumy,88.13
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Ternopil,89.71
2024,general secondary educational institutions with high-speed (more than 30 Mbit/s) wired or wireless access to the Internet,Kharkiv,73.31
